Gene_ID	Gene
ENSG00000018510	['AGPS', 'ADHAPS', 'ADAS', 'ALDHPSY', 'ADPS', 'ADAP-S']
ENSG00000018610	['CXorf56', 'FLJ22965']
ENSG00000018625	['ATP1A2', 'MHP2', 'FHM2']
ENSG00000018699	['TTC27', 'FLJ20272']
ENSG00000018869	['ZNF582', 'FLJ30927']
ENSG00000019102	['VSIG2', 'CTXL']
ENSG00000019144	['PHLDB1', 'FLJ00141', 'LL5a', 'KIAA0638']
ENSG00000019169	['MARCO', 'SCARA2', 'SR-A6']
ENSG00000019186	['CYP24A1', 'CYP24', 'CP24', 'P450-CC24']
ENSG00000019485	['PRDM11', 'PFM8']
ENSG00000019505	['SYT13', 'KIAA1427']
ENSG00000019549	['SNAI2', 'SLUG', 'SLUGH1', 'SNAIL2', 'SLUGH']
ENSG00000019582	['CD74', 'DHLAG']
ENSG00000019991	['HGF', 'DFNB39', 'SF', 'F-TCF', 'HGFB', 'HPTA']
ENSG00000019995	['ZRANB1', 'TRABID']
ENSG00000020129	['NCDN', 'NCDN-1', 'NCDN-2']
ENSG00000020181	['GPR124']
ENSG00000020256	['ZFP64', 'ZNF338', 'FLJ10734', 'dJ831D17.1', 'FLJ12628', 'dJ548G19.1']
ENSG00000020426	['MNAT1', 'MAT1', 'RNF66']
ENSG00000020577	['SAMD4A', 'SAMD4', 'KIAA1053', 'DKFZP434H0350', 'Smaug', 'SMG', 'SMGA', 'hSmaug1']
ENSG00000020633	['RUNX3', 'CBFA3', 'AML2', 'PEBP2A3']
ENSG00000020922	['MRE11A']
ENSG00000021300	['PLEKHB1', 'PHRET1', 'PHR1', 'KPL1']
ENSG00000021355	['SERPINB1', 'ELANH2', 'EI', 'PI2', 'anti-elastase']
ENSG00000021461	['CYP3A43']
ENSG00000021488	['SLC7A9', 'CSNU3']
ENSG00000021574	['SPAST', 'SPG4', 'FSP2', 'ADPSP', 'KIAA1083']
ENSG00000021645	['NRXN3', 'C14orf60', 'KIAA0743']
ENSG00000021762	['OSBPL5', 'KIAA1534', 'ORP5', 'OBPH1']
ENSG00000021776	['AQR', 'KIAA0560', 'fSAP164', 'IBP160']
ENSG00000021826	['CPS1']
ENSG00000021852	['C8B']
ENSG00000022267	['FHL1', 'SLIM1', 'KYO-T', 'bA535K18.1', 'FHL1B', 'XMPMA', 'FLH1A', 'MGC111107']
ENSG00000022277	['RTFDC1']
ENSG00000022355	['GABRA1', 'EJM5']
ENSG00000022556	['NLRP2', 'NALP2', 'FLJ20510', 'PYPAF2', 'PAN1', 'CLR19.9']
ENSG00000022567	['SLC45A4', 'KIAA1126']
ENSG00000022840	['RNF10', 'KIAA0262', 'RIE2']
ENSG00000022976	['ZNF839', 'C14orf131']
ENSG00000023041	['ZDHHC6', 'ZNF376', 'FLJ21952']
ENSG00000023171	['GRAMD1B', 'LINC01059', 'KIAA1201']
ENSG00000023191	['RNH1', 'RNH']
ENSG00000023228	['NDUFS1', 'CI-75k']
ENSG00000023287	['RB1CC1', 'KIAA0203', 'Cc1', 'DRAGOU14', 'FIP200', 'ATG17', 'PPP1R131']
ENSG00000023318	['ERP44', 'TXNDC4', 'KIAA0573', 'PDIA10']
ENSG00000023330	['ALAS1', 'ALAS3', 'ALAS']
ENSG00000023445	['BIRC3', 'API2', 'cIAP2', 'hiap-1', 'MIHC', 'RNF49', 'MALT2', 'c-IAP2']
ENSG00000023516	['AKAP11', 'KIAA0629', 'AKAP220', 'PRKA11', 'FLJ11304', 'DKFZp781I12161', 'PPP1R44']
ENSG00000023572	['GLRX2', 'GRX2', 'bA101E13.1']
ENSG00000023608	['SNAPC1', 'SNAP43', 'PTFgamma']
ENSG00000023697	['DERA', 'CGI-26', 'DEOC']
ENSG00000023734	['STRAP', 'UNRIP', 'pt-wd', 'MAWD']
ENSG00000023839	['ABCC2', 'CMOAT', 'DJS', 'MRP2', 'cMRP']
ENSG00000023892	['DEF6', 'IBP', 'SLAT', 'SWAP70L']
ENSG00000023902	['PLEKHO1', 'CKIP-1', 'OC120']
ENSG00000023909	['GCLM', 'GLCLR']
ENSG00000024048	['UBR2', 'C6orf133', 'bA49A4.1', 'dJ392M17.3', 'KIAA0349']
ENSG00000024422	['EHD2', 'PAST2']
ENSG00000024526	['DEPDC1', 'DEP.8', 'FLJ20354', 'SDP35', 'DEPDC1A']
ENSG00000024862	['CCDC28A', 'C6orf80', 'CCRL1AP', 'DKFZp586D0623']
ENSG00000025039	['RRAGD', 'DKFZP761H171', 'bA11D8.2.1']
ENSG00000025156	['HSF2']
ENSG00000025293	['PHF20', 'C20orf104', 'dJ1121G12.1', 'TDRD20A']
ENSG00000025423	['HSD17B6', 'HSE', 'RODH', 'SDR9C6']
ENSG00000025434	['NR1H3', 'LXR-a', 'RLD-1', 'LXRa']
ENSG00000025708	['TYMP', 'MNGIE', 'ECGF1']
ENSG00000025770	['NCAPH2', '384D8-2', 'hCAP-H2', 'CAP-H2']
ENSG00000025772	['TOMM34', 'TOM34', 'HTOM34P']
ENSG00000025796	['SEC63', 'SEC63L', 'PRO2507', 'ERdj2', 'DNAJC23']
ENSG00000025800	['KPNA6', 'IPOA7', 'MGC17918', 'FLJ11249']
ENSG00000026025	['VIM']
ENSG00000026036	['RTEL1-TNFRSF6B']
ENSG00000026103	['FAS', 'FAS1', 'APT1', 'TNFRSF6', 'CD95', 'APO-1']
ENSG00000026297	['RNASET2', 'RNASE6PL', 'FLJ10907', 'bA514O12.3']
ENSG00000026508	['CD44', 'MIC4', 'MDU2', 'MDU3', 'IN', 'MC56', 'Pgp1', 'CD44R', 'HCELL', 'CSPG8']
ENSG00000026559	['KCNG1', 'KCNG', 'Kv6.1', 'kH2', 'K13']
ENSG00000026652	['AGPAT4', 'LPAAT-delta', 'dJ473J16.2']
ENSG00000026751	['SLAMF7', 'CRACC', '19A', 'CS1', 'CD319']
ENSG00000026950	['BTN3A1', 'BT3.1', 'BTF5', 'CD277', 'BTN3.1']
ENSG00000027001	['MIPEP']
ENSG00000027075	['PRKCH', 'PRKCL', 'PKC-L', 'PKCL']
ENSG00000027644	['INSRR', 'IRR']
ENSG00000027697	['IFNGR1', 'IFNGR', 'CD119']
ENSG00000027847	['B4GALT7', 'XGALT-1', 'beta4Gal-T7']
ENSG00000027869	['SH2D2A', 'TSAd', 'F2771']
ENSG00000028116	['VRK2']
ENSG00000028137	['TNFRSF1B', 'TNFR2', 'TNFBR', 'TNFR80', 'TNF-R75', 'TNF-R-II', 'CD120b']
ENSG00000028203	['VEZT', 'DKFZP761C241']
ENSG00000028277	['POU2F2', 'OTF2', 'OCT2']
ENSG00000028310	['BRD9', 'FLJ13441']
ENSG00000028528	['SNX1', 'SNX1A', 'MGC8664', 'HsT17379', 'Vps5']
ENSG00000028839	['TBPL1', 'STUD', 'TRF2', 'TLF']
ENSG00000029153	['ARNTL2', 'BMAL2', 'MOP9', 'CLIF', 'PASD9', 'bHLHe6']
ENSG00000029363	['BCLAF1', 'KIAA0164', 'BTF']
ENSG00000029364	['SLC39A9', 'FLJ11274']
ENSG00000029534	['ANK1', 'ANK', 'SPH1']
ENSG00000029559	['IBSP', 'BSP', 'SP-II', 'BSP-II']
ENSG00000029639	['TFB1M', 'mtTFB', 'CGI-75']
ENSG00000029725	['RABEP1', 'neurocrescin', 'RAB5EP', 'RABPT5', 'rabaptin-5']
ENSG00000029993	['HMGB3', 'HMG4', 'HMG2A', 'MGC90319']
ENSG00000030066	['NUP160', 'KIAA0197', 'FLJ22583']
ENSG00000030110	['BAK1', 'CDN1', 'BCL2L7', 'BAK']
ENSG00000030304	['MUSK']
ENSG00000030419	['IKZF2', 'ZNFN1A2', 'Helios']
ENSG00000030582	['GRN', 'PCDGF', 'PGRN', 'CLN11']
ENSG00000031003	['FAM13B', 'C5orf5', 'FAM13B1', 'N61', 'KHCHP', 'ARHGAP49']
ENSG00000031081	['ARHGAP31', 'CDGAP']
ENSG00000031544	['NR2E3', 'PNR', 'rd7', 'RP37']
ENSG00000031691	['CENPQ', 'C6orf139', 'FLJ10545', 'CENP-Q']
ENSG00000031698	['SARS', 'SERS']
ENSG00000031823	['RANBP3']
ENSG00000032219	['ARID4A', 'RBBP1', 'RBP-1']
ENSG00000032389	['TSSC1']
ENSG00000032444	['PNPLA6', 'NTE', 'sws', 'iPLA2delta', 'SPG39']
ENSG00000032742	['IFT88', 'TTC10', 'hTg737', 'Tg737', 'D13S1056E', 'MGC26259']
ENSG00000033011	['ALG1', 'HMT-1', 'HMAT1', 'CDG1K', 'Mat-1']
ENSG00000033030	['ZCCHC8', 'DKFZp434E2220']
ENSG00000033050	['ABCF2', 'EST133090', 'ABC28', 'HUSSY-18']
ENSG00000033100	['CHPF2', 'KIAA1402', 'ChSy-3', 'CSGlcA-T']
ENSG00000033122	['LRRC7', 'KIAA1365', 'densin-180']
ENSG00000033170	['FUT8']
ENSG00000033178	['UBA6', 'UBE1L2', 'FLJ10808']
ENSG00000033327	['GAB2', 'KIAA0571']
ENSG00000033627	['ATP6V0A1', 'VPP1', 'ATP6N1', 'ATP6N1A', 'a1', 'Vph1', 'Stv1']
ENSG00000033800	['PIAS1', 'DDXBP1', 'GU/RH-II', 'ZMIZ3']
ENSG00000033867	['SLC4A7', 'SLC4A6', 'NBC3', 'SBC2']
ENSG00000034053	['APBA2', 'X11L', 'MINT2', 'D15S1518E', 'LIN-10', 'MGC:14091', 'HsT16821']
ENSG00000034063	['UHRF1', 'ICBP90', 'Np95', 'FLJ21925', 'RNF106', 'TDRD22']
ENSG00000034152	['MAP2K3', 'PRKMK3', 'MEK3', 'MKK3', 'MAPKK3']
ENSG00000034239	['EFCAB1', 'FLJ11767']
ENSG00000034510	['TMSB10', 'TB10']
ENSG00000034533	['ASTE1', 'HT001']
ENSG00000034677	['RNF19A', 'RNF19', 'dorfin', 'DKFZp566B1346']
ENSG00000034693	['PEX3']
ENSG00000034713	['GABARAPL2', 'GEF2', 'ATG8', 'GATE16', 'GATE-16', 'ATG8C']
ENSG00000034971	['MYOC', 'GLC1A', 'TIGR', 'JOAG1']
ENSG00000035115	['SH3YL1', 'Ray', 'DKFZP586F1318']
ENSG00000035141	['FAM136A', 'FLJ14668']
ENSG00000035403	['VCL']
ENSG00000035499	['DEPDC1B', 'XTP1']
ENSG00000035664	['DAPK2', 'MGC119312']
ENSG00000035681	['NSMAF', 'FAN', 'GRAMD5']
ENSG00000035687	['ADSS']
ENSG00000035720	['STAP1', 'STAP-1', 'BRDG1']
ENSG00000035862	['TIMP2', 'CSC-21K']
ENSG00000035928	['RFC1', 'A1', 'PO-GA', 'RFC140', 'MHCBFB']
ENSG00000036054	['TBC1D23', 'FLJ11046']
ENSG00000036257	['CUL3']
ENSG00000036448	['MYOM2']
ENSG00000036473	['OTC']
ENSG00000036530	['CYP46A1', 'CYP46']
ENSG00000036549	['ZZZ3', 'DKFZP564I052', 'ATAC1']
ENSG00000036565	['SLC18A1', 'VMAT1', 'CGAT']
ENSG00000036672	['USP2', 'UBP41']
ENSG00000036828	['CASR', 'HHC', 'HHC1', 'FHH', 'NSHPT', 'GPRC2A']
ENSG00000037042	['TUBG2']
ENSG00000037241	['RPL26L1', 'RPL26P1']
ENSG00000037280	['FLT4', 'VEGFR3', 'PCL']
ENSG00000037474	['NSUN2', 'MRT5', 'FLJ20303', 'TRM4', 'Misu']
ENSG00000037637	['FBXO42', 'KIAA1332', 'Fbx42']
ENSG00000037749	['MFAP3']
ENSG00000037757	['MRI1', 'MGC3207', 'Ypr118w', 'mtnA', 'MRDI']
ENSG00000037897	['METTL1', 'C12orf1', 'TRM8', 'TRMT8']
ENSG00000037965	['HOXC8', 'HOX3A']
ENSG00000038002	['AGA', 'ASRG']
ENSG00000038210	['PI4K2B', 'PI4KIIB', 'FLJ11105', 'PIK42B']
ENSG00000038219	['BOD1L1', 'FAM44A', 'BOD1L', 'FLJ33215', 'KIAA1327']
ENSG00000038274	['MAT2B', 'MATIIbeta', 'SDR23E1']
ENSG00000038295	['TLL1']
ENSG00000038358	['EDC4', 'RCD-8', 'Ge-1', 'HEDLS']
ENSG00000038382	['TRIO', 'ARHGEF23']
ENSG00000038427	['VCAN', 'CSPG2', 'PG-M']
ENSG00000038532	['CLEC16A', 'KIAA0350', 'Gop-1']
ENSG00000038945	['MSR1', 'SCARA1', 'CD204', 'SR-AI', 'SR-AII', 'SR-AIII', 'SR-A']
ENSG00000039068	['CDH1', 'UVO', 'uvomorulin', 'CD324']
ENSG00000039123	['SKIV2L2']
ENSG00000039139	['DNAH5', 'Dnahc5', 'HL1', 'CILD3', 'KTGNR']
ENSG00000039319	['ZFYVE16', 'KIAA0305', 'PPP1R69']
ENSG00000039523	['FAM65A']
ENSG00000039537	['C6']
ENSG00000039560	['RAI14', 'NORPEG', 'KIAA1334', 'RAI13', 'DKFZp564G013']
ENSG00000039600	['SOX30']
ENSG00000039650	['PNKP']
ENSG00000039987	['BEST2', 'VMD2L1', 'FLJ20132']
ENSG00000040199	['PHLPP2', 'PHLPPL', 'KIAA0931', 'PPM3B']
ENSG00000040275	['SPDL1', 'CCDC99', 'FLJ20364', 'hSpindly']
ENSG00000040341	['STAU2', '39K2']
ENSG00000040487	['PQLC2', 'FLJ20320', 'SLC66A1']
ENSG00000040531	['CTNS', 'CTNS-LSB', 'PQLC4', 'SLC66A4']
ENSG00000040608	['RTN4R', 'NOGOR']
ENSG00000040633	['PHF23', 'MGC2941', 'FLJ16355']
ENSG00000040731	['CDH10']
ENSG00000040933	['INPP4A', 'INPP4']
ENSG00000041353	['RAB27B']
ENSG00000041357	['PSMA4', 'HC9', 'HsT17706']
ENSG00000041515	['MYO16', 'MYR8', 'KIAA0865', 'Myo16b', 'NYAP3', 'PPP1R107']
ENSG00000041802	['LSG1', 'FLJ11301']
ENSG00000041880	['PARP3', 'ADPRTL3', 'ADPRT3', 'IRT1', 'hPARP-3', 'pADPRT-3']
ENSG00000041982	['TNC', 'HXB', 'DFNA56', 'MGC167029']
ENSG00000041988	['THAP3']
ENSG00000042062	['FAM65C']
ENSG00000042088	['TDP1', 'FLJ11090', 'SCAN1']
ENSG00000042286	['AIFM2', 'AMID', 'FLJ14497']
ENSG00000042304	['C2orf83', 'DKFZp547H025']
ENSG00000042317	['SPATA7', 'LCA3', 'HSD3']
ENSG00000042429	['MED17', 'CRSP6', 'CRSP77', 'TRAP80', 'DRIP80', 'SRB4']
ENSG00000042445	['RETSAT', 'FLJ20296']
ENSG00000042493	['CAPG', 'AFCP', 'MCP']
ENSG00000042753	['AP2S1', 'CLAPS2', 'HHC3', 'FBHOk', 'FBH3']
ENSG00000042781	['USH2A', 'USH2', 'RP39']
ENSG00000042813	['ZPBP', 'SP38', 'ZPBP1']
ENSG00000042832	['TG', 'TGN', 'AITD3']
ENSG00000042980	['ADAM28', 'eMDCII', 'MDC-Lm', 'MDC-Ls']
ENSG00000043039	['BARX2']
ENSG00000043093	['DCUN1D1', 'RP42', 'SCRO', 'DCUN1L1', 'Tes3', 'SCCRO']
ENSG00000043143	['JADE2', 'PHF15', 'KIAA0239', 'JADE-2']
ENSG00000043355	['ZIC2', 'HPE5']
ENSG00000043462	['LCP2', 'SLP76', 'SLP-76']
ENSG00000043514	['TRIT1', 'FLJ20061', 'IPT']
ENSG00000043591	['ADRB1', 'ADRB1R']
ENSG00000044012	['GUCA2B']
ENSG00000044090	['CUL7', 'KIAA0076', 'dJ20C7.5']
ENSG00000044115	['CTNNA1', 'CAP102']
ENSG00000044446	['PHKA2', 'PHK', 'PYK']
ENSG00000044459	['CNTLN', 'C9orf101', 'C9orf39', 'FLJ20276', 'bA340N12.1', 'OTTHUMG00000019597']
ENSG00000044524	['EPHA3', 'ETK1', 'TYRO4', 'HEK', 'HEK4']
ENSG00000044574	['HSPA5', 'GRP78', 'BiP']
ENSG00000046604	['DSG2', 'CDHF5']
ENSG00000046647	['GEMIN8', 'FAM51A1', 'FLJ20514']
ENSG00000046651	['OFD1', 'CXorf5', 'RP23', '71-7A', 'JBTS10']
ENSG00000046653	['GPM6B', 'M6B', 'MGC17150', 'MGC54284']
ENSG00000046774	['MAGEC2', 'CT10', 'MAGE-C2', 'HCA587']
ENSG00000046889	['PREX2', 'DEPDC2', 'DEP.2', 'FLJ12987', 'P-REX2', 'PPP1R129']
ENSG00000047056	['WDR37', 'KIAA0982']
ENSG00000047188	['YTHDC2', 'FLJ2194', 'FLJ10053', 'DKFZp564A186']
ENSG00000047230	['CTPS2']
ENSG00000047249	['ATP6V1H', 'CGI-11', 'SFD', 'VMA13', 'SFDalpha', 'SFDbeta']
ENSG00000047315	['POLR2B', 'RPB2']
ENSG00000047346	['FAM214A', 'KIAA1370', 'FLJ10980']
ENSG00000047365	['ARAP2', 'CENTD1', 'PARX']
ENSG00000047410	['TPR']
ENSG00000047457	['CP']
ENSG00000047578	['KIAA0556', 'JBTS26', 'KATNIP']
ENSG00000047579	['DTNBP1', 'Dysbindin', 'My031', 'HPS7', 'DBND', 'BLOC1S8']
ENSG00000047597	['XK', nan, 'XKR1', 'Kx', 'X1k']
ENSG00000047617	['ANO2', 'C12orf3', 'TMEM16B']
ENSG00000047621	['C12orf4']
ENSG00000047634	['SCML1']
ENSG00000047644	['WWC3', 'KIAA1280', 'BM042']
ENSG00000047648	['ARHGAP6', 'rhoGAPX-1']
ENSG00000047662	['FAM184B', 'KIAA1276']
ENSG00000047849	['MAP4']
ENSG00000047932	['GOPC', 'dJ94G16.2', 'PIST', 'FIG', 'GOPC1']
ENSG00000047936	['ROS1', 'MCF3', 'ROS', 'c-ros-1']
ENSG00000048028	['USP28', 'KIAA1515']
ENSG00000048052	['HDAC9', 'KIAA0744', 'HDAC', 'MITR', 'HD7', 'HDAC7B']
ENSG00000048140	['TSPAN17', 'FBXO23', 'TM4SF17', 'FBX23']
ENSG00000048162	['NOP16', 'HSPC111', 'HSPC185', 'LOC51491']
ENSG00000048342	['CC2D2A', 'KIAA1345', 'MKS6', 'JBTS9']
ENSG00000048392	['RRM2B', 'p53R2']
ENSG00000048405	['ZNF800']
ENSG00000048462	['TNFRSF17', 'BCMA', 'BCM', 'CD269', 'TNFRSF13A']
ENSG00000048471	['SNX29', 'RUNDC2A', 'FLJ12363']
ENSG00000048540	['LMO3', 'RBTNL2', 'Rhom-3', 'DAT1']
ENSG00000048544	['MRPS10', 'FLJ10567']
ENSG00000048545	['GUCA1A', 'GUCA', 'GUCA1', 'C6orf131', 'GCAP', 'GCAP1', 'COD3', 'dJ139D8.6', 'CORD14']
ENSG00000048649	['RSF1', 'HBXAP', 'XAP8', 'RSF-1', 'p325']
ENSG00000048707	['VPS13D', 'FLJ10619', 'KIAA0453']
ENSG00000048740	['CELF2', 'CUGBP2', 'Etr-3', 'NAPOR-2', 'BRUNOL3']
ENSG00000048828	['FAM120A', 'C9orf10', 'KIAA0183', 'OSSA']
ENSG00000048991	['R3HDM1', 'R3HDM', 'KIAA0029']
ENSG00000049089	['COL9A2', 'EDM2', 'MED']
ENSG00000049130	['KITLG', 'MGF', 'SCF', 'Kitl', 'KL-1', 'FPH2', 'SLF', 'DFNA69']
ENSG00000049167	['ERCC8', 'CKN1']
ENSG00000049192	['ADAMTS6', 'ADAM-TS6']
ENSG00000049239	['H6PD']
ENSG00000049245	['VAMP3', 'CEB']
ENSG00000049246	['PER3']
ENSG00000049247	['UTS2', 'UII', 'U-II', 'PRO1068']
ENSG00000049249	['TNFRSF9', 'ILA', 'CD137', '4-1BB']
ENSG00000049283	['EPN3', 'FLJ20778', 'MGC129899']
ENSG00000049319	['SRD5A2']
ENSG00000049323	['LTBP1']
ENSG00000049449	['RCN1', 'RCN', 'Rcal', 'PIG20', 'FLJ37041']
ENSG00000049540	['ELN', 'WBS', 'WS', 'SVAS']
ENSG00000049541	['RFC2', 'RFC40']
ENSG00000049618	['ARID1B', 'KIAA1235', 'ELD/OSA1', 'p250R', 'BAF250b', 'DAN15', '6A3-5']
ENSG00000049656	['CLPTM1L', 'FLJ14400', 'CRR9']
ENSG00000049759	['NEDD4L', 'KIAA0439', 'RSP5', 'NEDD4-2']
ENSG00000049768	['FOXP3', 'IPEX', 'JM2', 'XPID', 'AIID', 'PIDX', 'DIETER', 'SCURFIN']
ENSG00000049769	['PPP1R3F', 'Hb2E']
ENSG00000049860	['HEXB']
ENSG00000049883	['PTCD2', 'FLJ12598']
ENSG00000050030	['KIAA2022']
ENSG00000050130	['JKAMP', 'C14orf100', 'HSPC213', 'JAMP', 'HSPC327', 'CDA06']
ENSG00000050165	['DKK3', 'REIC']
ENSG00000050327	['ARHGEF5', 'TIM', 'TIM1', 'GEF5', 'P60']
ENSG00000050344	['NFE2L3', 'Nrf3']
ENSG00000050393	['MCUR1', 'C6orf79', 'CCDC90A', 'FLJ20958']
ENSG00000050405	['LIMA1', 'EPLIN']
ENSG00000050426	['LETMD1', 'HCCR1', 'HCCR', 'HCCR-1', 'HCCR2', 'SLC55A3']
ENSG00000050438	['SLC4A8']
ENSG00000050555	['LAMC3', 'DKFZp434E202']
ENSG00000050628	['PTGER3', 'EP3']
ENSG00000050730	['TNIP3', 'LIND', 'FLJ21162', 'ABIN-3']
ENSG00000050748	['MAPK9', 'PRKM9', 'JNK2', 'p54a', 'SAPK']
ENSG00000050767	['COL23A1', 'DKFZp434K0621']
ENSG00000050820	['BCAR1', 'P130Cas', 'Crkas', 'CAS', 'CASS1']
ENSG00000051009	['FAM160A2', 'C11orf56', 'FLJ22665', 'KIAA1759', 'DKFZP566M1046', 'FHIP']
ENSG00000051108	['HERPUD1', 'KIAA0025', 'Mif1', 'HERP', 'SUP']
ENSG00000051128	['HOMER3', 'HOMER-3']
ENSG00000051180	['RAD51', 'RAD51A', 'RECA', 'HsRad51', 'HsT16930', 'BRCC5', 'FANCR']
ENSG00000051341	['POLQ']
ENSG00000051382	['PIK3CB', 'PIK3C1']
ENSG00000051523	['CYBA', 'p22-PHOX']
ENSG00000051596	['THOC3', 'TEX1', 'MGC5469']
ENSG00000051620	['HEBP2', 'C6orf34', 'SOUL']
ENSG00000051825	['MPHOSPH9', 'MPP9']
ENSG00000052126	['PLEKHA5', 'PEPP2', 'KIAA1686', 'FLJ10667']
ENSG00000052344	['PRSS8']
ENSG00000052723	['SIKE1', 'FLJ21168', 'SIKE']
ENSG00000052749	['RRP12', 'KIAA0690']
ENSG00000052795	['FNIP2', 'KIAA1450', 'FNIPL', 'MAPO1']
ENSG00000052802	['MSMO1', 'SC4MOL', 'DESP4', 'ERG25']
ENSG00000052841	['TTC17', 'FLJ10890']
ENSG00000052850	['ALX4', 'PFM2', 'FPP', 'PFM', 'KIAA1788']
ENSG00000053108	['FSTL4', 'KIAA1061']
ENSG00000053254	['FOXN3', 'C14orf116', 'CHES1']
ENSG00000053328	['METTL24', 'C6orf186', 'dJ71D21.2']
ENSG00000053371	['AKR7A2', 'AFAR']
ENSG00000053372	['MRTO4', 'C1orf33', 'dJ657E11.4', 'MRT4']
ENSG00000053438	['NNAT', 'Peg5']
ENSG00000053501	['USE1', 'SLT1', 'MDS032', 'D12']
ENSG00000053524	['MCF2L2', 'KIAA0861', 'ARHGEF22']
ENSG00000053702	['NRIP2', 'DKFZP761G1913']
ENSG00000053747	['LAMA3', 'LAMNA', 'nicein-150kDa', 'kalinin-165kDa', 'BM600-150kDa', 'epiligrin']
ENSG00000053770	['AP5M1', 'C14orf108', 'MUDENG', 'FLJ10813', 'MuD', 'mu5']
ENSG00000053900	['ANAPC4', 'APC4']
ENSG00000053918	['KCNQ1', 'LQT', 'KCNA9', 'Kv7.1', 'KCNA8', 'KVLQT1', 'JLNS1', 'LQT1']
ENSG00000054116	['TRAPPC3', 'BET3']
ENSG00000054118	['THRAP3', 'TRAP150', 'BCLAF2']
ENSG00000054148	['PHPT1', 'PHP14', 'HSPC141', 'CGI-202', 'DKFZp564M173', 'bA216L13.10']
ENSG00000054179	['ENTPD2', 'CD39L1', 'NTPDase-2']
ENSG00000054219	['LY75', 'DEC-205', 'CLEC13B', 'CD205']
ENSG00000054267	['ARID4B', 'RBP1L1', 'BCAA', 'BRCAA1', 'SAP180']
ENSG00000054277	['OPN3', 'ECPN', 'ERO', 'NMO-1', 'encephalopsin', 'PPP1R116']
ENSG00000054282	['SDCCAG8', 'NY-CO-8', 'CCCAP', 'SLSN7', 'NPHP10', 'BBS16']
ENSG00000054356	['PTPRN', 'IA-2', 'ICA512']
ENSG00000054392	['HHAT', 'FLJ10724', 'MART-2', 'MART2', 'Skn', 'ski', 'rasp', 'sit', 'GUP2']
ENSG00000054523	['KIF1B', 'CMT2A', 'CMT2', 'KIAA0591', 'KLP', 'HMSNII']
ENSG00000054598	['FOXC1', 'FKHL7', 'IRID1', 'FREAC3', 'IGDA', 'IHG1']
ENSG00000054611	['TBC1D22A', 'C22orf4']
ENSG00000054654	['SYNE2', 'SYNE-2', 'DKFZP434H2235', 'Nesprin-2', 'NUANCE', 'NUA', 'KIAA1011', 'Nesp2']
ENSG00000054690	['PLEKHH1', 'KIAA1200']
ENSG00000054793	['ATP9A', 'KIAA0611', 'ATPIIA']
ENSG00000054796	['SPO11', 'CT35', 'SPATA43', 'TOPVIA']
ENSG00000054803	['CBLN4', 'CBLNL1', 'dJ885A10.1']
ENSG00000054938	['CHRDL2', 'BNF1']
ENSG00000054965	['FAM168A', 'KIAA0280', 'TCRP1']
ENSG00000054967	['RELT', 'TNFRSF19L', 'FLJ14993']
ENSG00000054983	['GALC']
ENSG00000055044	['NOP58', 'NOP5', 'HSPC120']
ENSG00000055070	['SZRD1', 'C1orf144', 'DKFZp566C0424']
ENSG00000055118	['KCNH2', 'LQT2', 'Kv11.1', 'HERG', 'erg1']
ENSG00000055130	['CUL1']
ENSG00000055147	['FAM114A2', 'C5orf3', '133K02']
ENSG00000055163	['CYFIP2', 'PIR121']
ENSG00000055208	['TAB2', 'MAP3K7IP2', 'KIAA0733']
ENSG00000055211	['GINM1', 'C6orf72', 'dJ12G14.2']
ENSG00000055332	['EIF2AK2', 'PRKR', 'PKR', 'PPP1R83']
ENSG00000055483	['USP36', 'KIAA1453', 'FLJ12851']
ENSG00000055609	['KMT2C', 'MLL3', 'KIAA1506', 'HALR']
ENSG00000055732	['MCOLN3', 'TRPML3', 'FLJ11006', 'TRP-ML3']
ENSG00000055813	['CCDC85A', 'KIAA1912']
ENSG00000055917	['PUM2', 'PUMH2', 'KIAA0235']
ENSG00000055950	['MRPL43', 'bMRP36a']
ENSG00000055955	['ITIH4', 'ITIHL1', 'IHRP', 'H4P']
ENSG00000055957	['ITIH1', 'H1P', 'IATIH', 'ITIH']
ENSG00000056050	['C4orf27']
ENSG00000056097	['ZFR', 'ZFR1', 'SPG71']
ENSG00000056277	['ZNF280C', 'SUHW3', 'FLJ20095', 'ZNF633']
ENSG00000056291	['NPFFR2', 'GPR74', 'NPFF2', 'NPGPR']
ENSG00000056487	['PHF21B', 'PHF4', 'BHC80L', 'FLJ34161']
ENSG00000056558	['TRAF1', 'EBI6']
ENSG00000056586	['RC3H2', 'FLJ20301', 'FLJ20713', 'RNF164']
ENSG00000056661	['PCGF2', 'ZNF144', 'RNF110', 'MEL-18']
ENSG00000056736	['IL17RB', 'IL17BR', 'IL17RH1', 'EVI27', 'CRL4']
ENSG00000056972	['TRAF3IP2', 'C6orf4', 'C6orf5', 'C6orf6', 'C6orf2', 'DKFZP586G0522', 'ACT1', 'CIKS']
ENSG00000056998	['GYG2', 'GN-2']
ENSG00000057019	['DCBLD2', 'CLCP1', 'ESDN']
ENSG00000057149	['SERPINB3', 'SCC', 'SCCA1', 'T4-A', 'HsT1196']
ENSG00000057252	['SOAT1', 'STAT']
ENSG00000057294	['PKP2']
ENSG00000057468	['MSH4']
ENSG00000057593	['F7']
ENSG00000057608	['GDI2', 'RABGDIB']
